experience_years,customer_rating,trip_frequency,earning_history,on_time_arrival_rate,driving_behaviour_score,cancellation_rate,transaction_pattern_Digital,transaction_pattern_Mixed,gender_Male,gender_Other,region_Semi-Urban,region_Urban,age_group_26-35,age_group_36-45,age_group_46-60,age_group_60+
13,4.4350000000000005,144,84031.72,85.17,63.2,-2.08,False,True,True,False,False,False,False,False,True,False
8,4.640000000000001,360,55950.52,95.51,62.07,-1.42,False,False,False,True,False,True,True,False,False,False
0,4.55,343,48083.38,83.98,84.97,2.05,True,False,True,False,False,True,True,False,False,False
16,4.8100000000000005,212,66813.82,88.23,81.6,-2.24,True,False,False,False,False,True,False,True,False,False
12,4.63,367,46782.66,91.03,83.62,1.4699999999999998,False,False,True,False,False,False,False,True,False,False
6,4.760000000000001,366,47719.18,89.52,94.63,1.79,False,False,True,False,False,False,False,True,False,False
8,4.54,318,57938.7,94.01,76.39,1.2599999999999998,True,False,True,False,False,False,True,False,False,False
10,4.58,217,58146.86,84.95,55.14,0.54,False,True,True,False,True,False,False,True,False,False
2,4.13,191,59286.5,86.09,80.77,3.45,False,False,True,False,False,True,True,False,False,False
11,4.9750000000000005,164,31000.0,84.97,67.93,-0.05999999999999961,False,True,True,False,False,True,True,False,False,False
20,4.98,438,56941.77,81.56,72.54,-2.0999999999999996,False,False,True,False,False,True,False,True,False,False
2,4.359999999999999,375,52708.8,90.86,75.2,4.52,True,False,True,False,False,True,False,True,False,False
14,4.43,368,73112.72,88.31,92.01,-3.52,True,False,True,False,True,False,True,False,False,False
20,5.5,74,68246.92,90.79,83.13,-6.640000000000001,True,False,True,False,True,False,False,False,True,False
9,3.515,125,51332.12,94.56,91.45,1.33,False,False,True,False,False,True,True,False,False,False
0,4.2,293,41980.8,84.24,100.0,3.37,True,False,False,True,False,True,False,True,False,False
13,4.635,347,66306.54000000001,83.87,73.32,2.1999999999999993,True,False,True,False,True,False,False,False,False,False
19,5.345,127,76011.3,94.04,72.71,-7.6,False,False,True,False,True,False,True,False,False,False
5,4.495,340,61360.88,90.19,85.82,1.7000000000000002,False,False,True,False,True,False,False,False,False,False
1,4.595000000000001,436,55911.46,79.74,87.17,-0.09000000000000002,False,True,True,False,True,False,True,False,False,False
7,4.495,67,52189.01,88.06,54.4,0.3700000000000001,True,False,True,False,False,False,False,False,False,False
0,5.0,235,53542.66,86.78,98.07,6.25,False,False,True,False,False,True,False,True,False,False
3,4.735,250,40292.0,87.99,74.16,2.44,False,False,True,False,True,False,True,False,False,False
3,4.315,58,47771.04,90.74,78.37,5.47,True,False,False,False,False,True,False,False,True,False
4,4.88,52,69010.4,89.83,77.21,3.66,True,False,False,False,False,True,True,False,False,False
19,4.875,163,75518.76999999999,98.96,88.79,-5.79,False,True,True,False,False,True,False,False,False,True
8,5.2,138,42995.49,98.72,93.42,0.5700000000000003,False,False,True,False,True,False,False,True,False,False
12,5.3,208,69057.45,96.65,85.42,-0.4299999999999997,True,False,False,False,False,True,False,False,False,True
17,5.045,434,70857.5,87.45,80.63,-2.63,False,False,True,False,False,True,False,False,True,False
16,4.8100000000000005,144,68002.69,89.34,91.79,-2.8,True,False,True,False,True,False,True,False,False,False
0,4.25,219,84538.52,84.0,73.85,4.0,True,False,False,False,False,False,False,True,False,False
14,5.199999999999999,230,50305.43,92.4,79.02,-2.6799999999999997,False,True,True,False,False,True,True,False,False,False
1,5.025,166,38488.89,100.0,100.0,2.33,False,False,True,False,True,False,False,True,False,False
15,4.755,299,68063.41,95.92,87.64,-3.1900000000000004,True,False,True,False,False,False,False,True,False,False
19,5.154999999999999,189,90357.57,89.09,85.06,-6.0600000000000005,True,False,True,False,False,False,False,True,False,False
4,4.8,364,81628.95,89.64,76.76,4.19,True,False,True,False,False,False,False,False,False,True
18,5.3100000000000005,106,70389.85,95.17,82.0,-5.45,False,False,True,False,False,True,False,True,False,False
4,4.29,137,45791.71,93.43,87.36,3.08,False,True,True,False,True,False,False,False,False,True
1,4.705,274,62003.9,87.84,79.97,4.53,True,False,True,False,False,True,True,False,False,False
6,5.15,443,67092.58,95.82,74.11,1.42,False,True,True,False,False,True,False,False,False,False
2,4.59,339,61311.15,90.9,72.01,5.08,True,False,True,False,False,False,False,True,False,False
16,5.08,162,55010.8,95.45,83.7,-6.66,True,False,True,False,False,False,True,False,False,False
2,4.7,58,62437.5,87.16,79.62,4.45,False,False,True,False,False,True,False,False,False,False
12,5.02,136,77884.44,94.31,87.85,3.9800000000000004,False,False,True,False,False,True,True,False,False,False
6,4.19,84,48395.85,86.04,71.41,2.8200000000000003,False,False,True,False,False,True,False,False,False,False
2,5.05,344,28267.03,96.55,91.77,3.05,True,False,True,False,False,True,True,False,False,False
14,4.89,210,79192.23000000001,97.41,64.93,0.1299999999999999,True,False,True,False,False,False,True,False,False,False
17,5.145,289,84302.71,92.5,88.95,-6.24,True,False,True,False,False,True,False,False,True,False
9,4.765,396,59490.79,92.83,73.25,2.4000000000000004,True,False,True,False,False,False,False,True,False,False
6,5.03,394,49497.99,95.82,75.22,-0.009999999999999787,False,False,True,False,True,False,False,True,False,False
8,4.5,160,59684.5,98.99,73.44,5.84,False,False,True,False,False,True,False,True,False,False
4,4.08,335,49357.76,84.58,89.28,2.8499999999999996,True,False,False,False,False,False,False,False,False,True
19,4.925,55,65783.98000000001,97.82,100.0,-5.29,False,True,True,False,False,False,False,True,False,False
7,4.865,313,58396.01,91.67,68.94,-2.5300000000000002,True,False,False,True,False,True,True,False,False,False
13,4.6850000000000005,476,45666.740000000005,90.14,89.46,-3.52,False,False,True,False,True,False,False,True,False,False
3,4.305000000000001,126,71322.12,95.04,78.43,7.130000000000001,True,False,True,False,False,True,False,False,False,False
19,5.114999999999999,382,59594.93,93.55,70.93,-4.88,False,False,False,False,True,False,False,False,False,False
13,4.455,465,62313.05,89.86,90.85,-3.2,False,True,True,False,False,False,True,False,False,False
11,5.165,318,71363.01999999999,90.81,76.4,0.3600000000000003,False,True,True,False,False,True,True,False,False,False
1,4.405,327,39496.1,92.62,84.39,4.72,False,True,True,False,False,True,False,True,False,False
12,5.0,441,57855.29,87.61,95.3,-5.94,False,True,True,False,False,False,True,False,False,False
0,4.04,461,75998.09,85.25,88.09,4.62,False,False,True,False,False,True,False,False,True,False
19,5.475,408,58833.71,93.58,80.62,-5.17,True,False,True,False,False,True,True,False,False,False
6,4.840000000000001,319,56373.44,94.93,84.07,2.67,True,False,True,False,True,False,True,False,False,False
8,4.95,50,56805.28,82.02,82.87,-0.5800000000000001,False,True,False,False,False,True,False,True,False,False
16,4.38,120,79352.57,90.67,70.97,-3.63,False,True,False,True,False,False,False,False,True,False
20,4.7,285,72892.8,88.4,77.28,-4.9,False,False,True,False,True,False,False,True,False,False
12,4.88,449,65406.32,85.13,83.46,-1.4400000000000004,True,False,True,False,False,True,False,False,True,False
9,4.295,150,46702.41,90.38,57.46,0.03000000000000025,False,False,False,False,False,False,False,False,False,False
15,4.625,333,64788.4,90.18,76.23,-5.52,False,False,True,False,False,True,False,False,True,False
5,4.925,438,61541.85,94.07,67.41,3.4800000000000004,False,False,False,False,False,False,False,True,False,False
15,4.635,73,52001.96,91.24,88.69,-4.26,True,False,True,False,False,True,False,True,False,False
10,4.9,424,66590.61,83.66,80.99,-1.0299999999999998,True,False,True,False,True,False,False,False,False,True
19,4.645,488,41354.1,97.25,77.33,-6.12,True,False,True,False,False,True,True,False,False,False
2,4.79,266,67513.93,89.25,70.12,4.81,True,False,True,False,False,True,False,True,False,False
8,4.25,122,88464.42,87.23,69.91,1.5899999999999999,True,False,True,False,False,True,True,False,False,False
14,5.09,71,62813.94,92.47,88.45,-3.5,True,False,True,False,False,False,False,True,False,False
12,5.3,127,82888.08,79.29,78.81,-0.8499999999999996,False,False,False,False,False,False,True,False,False,False
9,4.515,89,47185.32,82.66,84.92,-1.0299999999999998,False,False,True,False,True,False,False,False,True,False
19,4.715,476,81471.18,89.56,91.85,-7.42,False,True,False,False,True,False,False,True,False,False
12,5.26,441,97686.99,94.71,70.23,-1.4800000000000004,True,False,False,False,False,True,False,False,False,False
16,4.930000000000001,53,60234.8,91.46,77.67,-1.37,True,False,True,False,False,False,False,True,False,False
6,4.180000000000001,466,47387.78,82.35,90.29,2.09,False,True,False,False,False,False,True,False,False,False
5,4.765,353,52600.35,96.45,76.3,2.51,False,False,True,False,False,False,True,False,False,False
12,4.89,218,66450.15,87.89,71.88,-0.25,True,False,False,False,False,True,False,False,False,True
16,4.65,470,59264.61,92.11,89.1,-3.74,True,False,True,False,False,True,True,False,False,False
14,4.58,444,80184.05,83.33,79.08,0.5300000000000002,False,False,True,False,False,False,False,True,False,False
3,4.925,138,65565.98999999999,92.31,66.43,7.25,False,True,False,False,False,False,True,False,False,False
14,4.449999999999999,188,81539.28,84.56,73.99,-2.45,True,False,True,False,False,True,True,False,False,False
13,4.275,166,63104.97,94.43,88.48,0.9299999999999997,True,False,True,False,True,False,False,False,True,False
20,4.69,213,78321.54000000001,87.36,77.48,-3.58,False,False,True,False,True,False,True,False,False,False
10,5.1,90,65277.04,87.01,70.76,1.7599999999999998,False,False,True,False,False,False,False,False,False,True
3,4.4750000000000005,142,60306.36,85.5,57.16,6.38,True,False,True,False,True,False,False,False,True,False
2,4.319999999999999,316,75480.01,90.55,85.26,2.05,True,False,False,False,False,True,False,True,False,False
1,4.495,140,61148.02,89.45,74.05,0.8600000000000001,False,False,True,False,False,True,True,False,False,False
19,5.165,51,68729.47,93.6,68.51,-5.26,False,False,True,False,False,False,False,False,False,False
9,5.225,156,43282.15,96.2,89.69,-0.33999999999999986,False,False,True,False,False,True,True,False,False,False
12,4.9399999999999995,124,55739.76,79.15,73.56,-0.4400000000000004,False,False,True,False,False,True,False,False,False,False
19,5.475,59,77567.53,88.28,87.09,-4.93,False,False,True,False,False,True,True,False,False,False
20,5.29,256,40000.0,84.61,84.17,-5.04,True,False,False,False,False,True,False,False,False,False
17,4.805,483,75431.36,85.92,88.7,-2.62,False,True,False,False,False,True,False,True,False,False
20,5.36,273,78242.94,89.18,82.11,-7.4,True,False,True,False,False,True,False,True,False,False
15,5.125,165,62226.53,88.55,72.56,-0.6299999999999999,True,False,True,False,True,False,False,True,False,False
10,5.21,391,50686.26,79.49,82.13,-0.15000000000000036,False,False,True,False,False,True,True,False,False,False
9,5.015,81,63520.16,96.29,92.03,5.460000000000001,False,False,False,False,False,True,False,True,False,False
8,4.75,345,55515.28,94.59,89.92,4.130000000000001,True,False,False,False,False,True,False,True,False,False
11,4.585,362,60801.65,83.16,89.94,1.0199999999999996,True,False,False,False,True,False,False,True,False,False
18,5.0,420,79019.84,87.15,72.92,-2.34,False,False,True,False,False,True,True,False,False,False
0,3.91,231,46890.5,91.5,85.27,3.12,False,True,False,False,True,False,False,False,False,True
17,4.8549999999999995,171,90549.42,96.21,88.0,-0.8700000000000001,True,False,True,False,True,False,False,True,False,False
13,4.355,165,63693.97,93.71,66.74,1.0599999999999996,False,True,True,False,False,False,False,False,False,False
20,5.18,245,61698.73,95.71,96.13,-3.7800000000000002,True,False,True,False,True,False,True,False,False,False
0,4.83,74,20000.0,94.0,100.0,8.08,True,False,True,False,False,True,True,False,False,False
16,5.03,177,69708.31,94.26,86.87,-2.87,False,False,False,False,False,False,False,False,False,False
10,4.68,324,40509.759999999995,85.45,76.35,-1.0699999999999998,True,False,False,False,False,True,True,False,False,False
19,4.864999999999999,199,54427.72,100.0,77.82,-5.51,True,False,True,False,False,False,True,False,False,False
14,5.33,467,82164.7,92.5,95.57,-2.9800000000000004,True,False,True,False,False,True,False,True,False,False
3,4.965,159,78197.32,93.58,92.73,2.39,True,False,False,False,True,False,False,True,False,False
14,4.43,360,57970.32,93.17,82.0,-1.0700000000000003,True,False,True,False,False,True,False,True,False,False
13,4.925,67,63606.74,95.23,86.0,-3.41,False,True,False,False,True,False,False,True,False,False
0,4.63,233,57076.63,92.85,72.01,3.55,True,False,False,False,False,True,False,False,False,False
8,4.62,158,43950.41,93.4,94.94,-0.27,False,False,True,False,False,True,True,False,False,False
6,4.1000000000000005,369,70954.95999999999,89.93,86.39,4.09,True,False,True,False,True,False,False,True,False,False
10,3.93,335,60053.1,88.47,82.96,1.9400000000000004,False,False,False,True,False,True,False,True,False,False
1,4.595000000000001,389,60490.25,90.72,75.77,5.24,False,False,True,False,True,False,False,True,False,False
1,3.8449999999999998,174,50056.08,97.29,78.19,2.9,True,False,True,False,False,True,False,False,False,True
5,4.415,260,25000.0,78.47,72.27,1.71,False,True,True,False,True,False,False,True,False,False
18,5.22,183,80814.57,92.09,71.28,-5.32,False,False,True,False,False,False,False,True,False,False
19,5.145,76,77084.62,84.77,55.12,-6.8,True,False,True,False,False,True,True,False,False,False
13,4.585,303,87621.38,100.0,83.23,-4.0600000000000005,False,False,True,False,False,True,True,False,False,False
2,4.91,363,23422.82,92.46,71.49,7.4399999999999995,True,False,False,False,False,True,False,False,True,False
6,4.86,452,54196.16,90.24,97.67,0.8799999999999999,False,False,True,False,True,False,False,True,False,False
6,4.45,56,39237.34,84.03,82.28,0.41000000000000014,False,False,True,False,False,False,False,False,True,False
3,5.075,265,75073.57,91.03,63.31,3.45,True,False,True,False,True,False,True,False,False,False
4,4.79,171,57741.95,86.65,67.96,1.9300000000000002,False,True,False,False,False,True,False,False,False,False
16,4.590000000000001,486,65867.54000000001,93.33,68.78,-0.3799999999999999,True,False,True,False,False,True,False,False,False,False
3,3.7550000000000003,379,63572.15,86.26,64.14,1.35,True,False,True,False,True,False,False,True,False,False
12,4.89,427,36066.3,88.88,85.65,0.25,False,False,True,False,False,False,True,False,False,False
15,4.675,66,53341.49,94.62,84.61,-1.29,False,False,True,False,False,True,False,True,False,False
15,4.885,270,42032.240000000005,90.59,88.98,1.9600000000000009,True,False,True,False,False,False,True,False,False,False
1,4.4350000000000005,133,59158.06,90.54,64.77,4.81,False,False,False,False,False,True,False,False,False,False
17,4.045,76,59318.23,87.1,90.9,-3.29,False,True,False,True,False,True,False,True,False,False
0,4.38,220,40481.18,84.08,78.54,5.37,False,False,True,False,False,True,True,False,False,False
17,4.484999999999999,498,39037.8,87.59,87.75,-6.62,True,False,True,False,True,False,False,True,False,False
7,4.475,284,51316.02,88.24,88.17,0.5199999999999996,True,False,False,False,False,False,False,True,False,False
10,4.52,147,85445.05,89.12,76.22,-1.6400000000000001,True,False,False,False,False,True,False,True,False,False
14,4.88,325,44189.990000000005,95.29,70.02,-1.5999999999999996,True,False,True,False,False,False,False,True,False,False
15,4.995,252,68365.14,84.13,77.93,-2.2800000000000002,False,False,True,False,False,False,True,False,False,False
16,5.08,181,105694.75,89.37,66.44,-1.6900000000000004,True,False,False,False,False,True,False,False,False,False
16,3.94,389,80693.64,91.68,71.0,-7.5,False,False,True,False,True,False,False,False,True,False
11,5.275,439,51988.1,86.08,86.87,-1.88,True,False,True,False,True,False,True,False,False,False
9,4.075,419,49936.46,84.91,90.15,-2.0,False,False,True,False,False,True,True,False,False,False
19,4.965,96,56257.49,92.82,70.1,-7.92,False,False,True,False,False,True,True,False,False,False
5,4.295,123,67609.38,93.75,92.6,1.6100000000000003,True,False,True,False,False,False,True,False,False,False
7,4.795,89,27629.64,98.07,68.79,2.8200000000000003,True,False,False,False,False,True,False,False,False,False
12,4.07,58,80980.33,87.4,85.52,3.24,False,True,True,False,True,False,False,False,False,False
1,5.025,332,40931.73,83.33,60.84,4.19,True,False,False,False,True,False,True,False,False,False
18,4.8100000000000005,401,49993.96,90.38,71.12,-2.17,False,True,False,False,False,True,False,False,False,False
9,4.925,312,41087.95,93.07,71.68,-0.7599999999999998,True,False,True,False,False,False,False,False,True,False
3,4.255,250,55451.68,95.79,71.53,4.29,True,False,False,False,False,True,False,True,False,False
11,5.275,414,69804.44,84.37,82.29,-0.4500000000000002,False,False,True,False,False,False,True,False,False,False
17,4.375,98,58961.12,89.98,91.37,-3.05,False,True,False,False,True,False,False,False,False,True
6,3.6,59,43157.74,91.16,87.67,0.9900000000000002,False,False,True,False,False,False,False,False,False,False
19,5.475,485,74652.2,90.91,95.67,0.8100000000000005,True,False,True,False,False,False,False,True,False,False
3,4.105,85,59047.41,80.37,85.82,1.27,False,False,True,False,True,False,False,True,False,False
6,4.62,499,33610.86,96.13,85.39,-1.36,False,False,False,False,False,True,True,False,False,False
9,5.225,209,37111.16,91.24,79.22,-0.6499999999999999,True,False,True,False,False,True,True,False,False,False
14,4.6899999999999995,88,60189.82,83.22,79.5,-1.9900000000000002,False,False,True,False,True,False,False,True,False,False
11,4.875,209,61430.78,81.25,97.3,0.9900000000000002,True,False,False,False,False,True,False,False,True,False
0,4.83,280,56675.11,87.18,83.23,4.68,True,False,True,False,False,True,True,False,False,False
19,4.984999999999999,224,39000.0,97.38,69.02,-3.0599999999999996,True,False,True,False,False,True,False,False,False,False
17,5.425,407,67362.23000000001,89.34,78.76,-4.9,False,False,True,False,False,True,False,False,False,False
15,5.155,388,78752.3,84.52,90.93,-0.28000000000000025,False,True,True,False,False,True,True,False,False,False
4,4.239999999999999,244,59198.54,89.39,66.76,4.22,False,False,True,False,False,False,False,False,True,False
18,5.24,490,64688.51,93.28,97.58,-3.21,False,True,True,False,True,False,True,False,False,False
3,4.565,429,62700.18,90.67,83.35,7.67,False,True,True,False,False,True,True,False,False,False
5,4.615,362,57184.28,79.81,66.53,2.04,True,False,True,False,False,True,False,True,False,False
16,5.03,217,67665.01000000001,83.1,81.38,-3.6900000000000004,False,False,True,False,False,True,False,True,False,False
6,5.0200000000000005,225,47731.93,90.5,80.66,1.0,False,False,True,False,False,True,False,False,True,False
6,4.260000000000001,379,40819.02,83.06,81.38,2.9400000000000004,True,False,False,False,True,False,True,False,False,False
8,5.2,422,44791.73,84.61,72.79,-0.20000000000000018,True,False,False,False,True,False,False,False,False,False
12,5.3,411,80625.25,82.1,89.04,0.54,True,False,True,False,False,False,True,False,False,False
19,4.725,85,67725.75,92.61,64.4,-4.27,True,False,True,False,False,True,True,False,False,False
13,5.325,132,81166.31,85.58,89.15,-1.3399999999999999,True,False,True,False,False,True,True,False,False,False
15,4.805,57,61357.37,96.3,68.28,-0.16000000000000014,True,False,False,False,False,True,False,False,False,False
8,4.930000000000001,464,52419.02,81.83,85.06,3.0599999999999996,False,True,True,False,False,True,False,False,True,False
14,4.67,253,65037.86,92.51,79.52,-0.1200000000000001,False,False,False,False,True,False,False,True,False,False
4,4.93,403,74091.38,100.0,89.87,6.300000000000001,False,False,True,False,True,False,False,True,False,False
17,4.745,122,50917.41,87.78,82.56,-2.2,False,False,True,False,False,False,False,True,False,False
20,5.06,85,72910.13,84.59,86.61,-9.32,False,False,True,False,True,False,True,False,False,False
19,3.9250000000000003,162,62140.58,91.59,86.34,-2.7300000000000004,True,False,True,False,False,False,True,False,False,False
7,4.484999999999999,415,47806.67,85.48,68.53,1.4800000000000004,True,False,True,False,False,False,False,False,False,False
14,4.619999999999999,309,73446.03,100.0,96.62,0.08999999999999986,True,False,False,False,False,True,False,False,False,False
20,4.24,210,54850.63,88.09,77.51,-4.47,True,False,True,False,True,False,True,False,False,False
8,5.01,368,73248.73999999999,85.28,62.0,1.88,True,False,False,True,False,True,False,True,False,False
18,4.8,271,69688.23999999999,84.66,92.1,-5.88,False,False,True,False,False,True,False,True,False,False
5,3.895,155,77209.92,90.7,82.12,2.24,True,False,True,False,False,False,False,False,True,False
3,4.815,327,59917.73,86.65,83.9,4.44,False,False,True,False,True,False,False,False,False,False
10,5.19,274,57100.17,91.77,81.85,-1.2999999999999998,True,False,True,False,False,True,False,True,False,False
9,4.675,188,29000.0,86.67,90.9,-0.8900000000000001,False,True,False,False,True,False,True,False,False,False
2,3.9499999999999997,77,39904.08,81.11,77.77,3.3600000000000003,True,False,True,False,False,True,False,False,False,True
0,3.75,470,39830.62,85.93,75.38,6.02,True,False,True,False,True,False,False,True,False,False
11,4.285,476,83286.3,87.42,69.15,1.54,True,False,True,False,False,True,False,False,False,False
14,4.52,151,61571.29,97.87,63.41,0.5099999999999998,True,False,False,False,False,False,True,False,False,False
14,5.35,258,53468.76,88.81,84.6,-2.6100000000000003,True,False,True,False,True,False,False,True,False,False
20,4.92,231,75911.45,87.83,83.22,-3.37,True,False,False,False,False,False,False,True,False,False
13,4.315,425,55770.87,100.0,72.42,-0.4500000000000002,True,False,True,False,False,True,True,False,False,False
6,4.4,192,82530.65,98.56,82.36,-1.47,True,False,True,False,False,False,False,True,False,False
16,5.33,455,69722.28,88.61,73.27,-3.4800000000000004,True,False,False,False,True,False,False,True,False,False
18,5.17,432,53082.72,95.1,90.65,-5.26,False,False,False,False,False,True,False,False,False,False
6,4.67,391,85641.64,87.45,79.35,-0.8500000000000001,False,False,False,False,False,True,False,False,False,False
2,4.4799999999999995,438,41377.49,92.35,83.85,-0.07999999999999996,False,False,False,False,False,False,False,False,True,False
2,4.55,104,41521.36,91.56,94.79,4.02,True,False,False,False,True,False,False,False,True,False
17,4.984999999999999,273,64147.22,92.6,100.0,-2.7,True,False,True,False,False,True,False,False,False,False
19,4.895,496,72570.57,94.0,84.54,-4.52,True,False,True,False,False,True,False,True,False,False
13,4.865,305,75292.73999999999,97.33,80.95,0.7599999999999998,False,False,True,False,False,True,True,False,False,False
2,4.43,139,48454.97,93.9,94.87,6.2,False,True,True,False,False,True,True,False,False,False
6,4.3100000000000005,113,70596.38,95.94,74.69,2.4400000000000004,False,False,True,False,True,False,False,True,False,False
6,4.54,345,51811.26,94.23,68.72,1.8600000000000003,False,False,True,False,False,True,False,True,False,False
4,4.7299999999999995,256,45791.31,90.65,79.14,5.32,False,True,False,False,True,False,False,False,True,False
2,4.26,109,22000.0,87.82,75.62,3.74,True,False,False,False,False,True,True,False,False,False
17,5.095,390,54678.21,87.11,71.43,-6.7,True,False,True,False,False,False,False,True,False,False
14,5.18,413,92852.56,91.56,89.09,-0.8600000000000003,False,False,False,False,False,False,True,False,False,False
19,5.114999999999999,442,74117.68,89.28,76.87,-1.2799999999999994,True,False,False,False,False,True,False,False,True,False
13,4.605,187,83779.82,89.46,100.0,-3.59,True,False,True,False,False,True,False,False,False,True
3,4.615,74,41420.67,91.44,84.47,5.82,False,True,True,False,False,True,False,False,False,False
7,4.734999999999999,185,43931.09,92.09,76.75,2.9000000000000004,True,False,True,False,False,True,False,False,False,False
20,5.08,107,77207.39,92.94,68.1,-3.2699999999999996,False,True,False,False,False,True,True,False,False,False
12,5.3,433,43886.770000000004,100.0,90.92,0.2999999999999998,True,False,True,False,False,True,False,True,False,False
7,4.215,138,63985.73,99.68,75.47,3.8600000000000003,True,False,True,False,False,False,False,False,False,True
14,4.93,388,65680.39,91.8,90.01,-2.84,False,False,True,False,False,True,False,False,False,False
16,4.74,473,84083.05,87.19,71.5,0.28999999999999915,True,False,True,False,False,False,True,False,False,False
4,4.1,371,54688.78,92.5,73.61,-0.040000000000000036,True,False,True,False,True,False,False,False,False,False
19,4.475,126,78474.85,80.01,67.72,-7.98,True,False,True,False,True,False,True,False,False,False
3,4.925,449,58795.91,88.39,88.86,4.9,False,False,True,False,False,True,False,True,False,False
10,4.1899999999999995,445,77034.0,85.67,84.44,0.25,True,False,False,False,False,True,True,False,False,False
17,5.045,369,59035.73,82.43,86.59,-2.75,False,True,True,False,True,False,False,True,False,False
9,4.7749999999999995,322,64840.02,90.46,60.0,-2.51,True,False,False,False,False,True,True,False,False,False
16,4.5600000000000005,263,71712.48000000001,93.5,73.99,-1.8600000000000003,False,False,True,False,False,True,True,False,False,False
14,5.18,154,77162.72,89.91,79.82,-1.2400000000000002,True,False,False,False,True,False,False,True,False,False
5,4.155,185,36164.57,87.56,76.78,4.56,True,False,True,False,True,False,False,False,True,False
20,4.78,104,96873.21,90.72,85.7,-5.12,True,False,True,False,False,False,False,True,False,False
15,4.435,309,70121.18,98.16,71.43,-2.5300000000000002,False,False,False,False,True,False,False,False,True,False
14,5.159999999999999,289,85408.63,98.71,83.91,0.09999999999999964,False,False,False,False,False,True,False,True,False,False
7,5.145,152,53505.56,91.74,85.96,2.8600000000000003,True,False,True,False,False,True,False,True,False,False
8,4.8,174,46280.11,93.75,85.41,2.3200000000000003,False,False,True,False,True,False,True,False,False,False
10,5.25,367,65860.51000000001,90.2,88.45,2.8,True,False,True,False,False,True,False,False,True,False
1,4.705,151,42172.84,93.82,81.29,1.69,False,False,True,False,True,False,False,False,True,False
12,5.05,290,47204.41,94.69,82.13,-2.17,True,False,True,False,False,False,True,False,False,False
3,4.9750000000000005,251,53801.39,94.16,78.85,3.51,True,False,True,False,False,True,True,False,False,False
8,4.430000000000001,104,58190.83,97.29,73.21,-0.6600000000000001,True,False,False,True,False,True,True,False,False,False
4,4.76,393,54893.88,85.39,80.31,2.9000000000000004,False,False,True,False,False,True,False,False,True,False
18,4.5600000000000005,104,61140.15,95.77,70.23,-2.9699999999999998,False,False,False,False,True,False,False,False,False,False
2,4.0200000000000005,412,46112.81,90.78,91.35,2.31,True,False,False,False,True,False,False,False,True,False
20,5.44,441,80059.66,82.88,88.82,-5.91,True,False,False,False,True,False,False,True,False,False
2,4.21,116,70286.67,86.74,87.45,2.94,False,False,False,False,False,True,False,True,False,False
5,4.695,222,66400.35,94.71,81.84,3.1399999999999997,True,False,True,False,False,False,False,False,True,False
9,5.225,72,66287.1,97.57,83.05,-1.79,True,False,False,False,False,False,False,False,False,False
4,3.88,452,60863.19,84.91,77.34,3.2199999999999998,False,False,True,False,False,False,True,False,False,False
2,4.81,485,47385.69,90.61,74.24,2.8,True,False,True,False,False,False,False,True,False,False
6,4.640000000000001,137,42984.63,100.0,69.08,4.32,True,False,True,False,True,False,False,False,True,False
17,4.895,373,59659.32,97.08,77.92,-2.05,True,False,True,False,False,False,False,False,True,False
7,4.694999999999999,252,51831.87,95.45,82.95,0.7999999999999998,True,False,True,False,True,False,False,False,False,True
0,4.51,242,61291.56,88.85,76.76,5.46,True,False,False,False,True,False,True,False,False,False
3,4.785,315,57733.14,90.85,69.4,4.96,True,False,False,True,False,True,False,False,False,False
6,4.23,135,58435.77,87.19,88.7,3.55,True,False,False,False,True,False,False,False,False,False
13,5.025,130,48845.37,78.99,85.13,-1.04,False,True,True,False,True,False,True,False,False,False
12,4.35,487,59707.25,91.24,92.54,-2.46,True,False,False,False,False,True,True,False,False,False
9,5.225,92,77982.58,87.78,69.98,0.1900000000000004,True,False,False,False,False,True,False,False,False,False
17,4.885,165,82674.86,94.09,88.22,-6.08,False,True,False,False,False,False,False,True,False,False
0,4.57,315,39798.02,100.0,82.92,5.9,True,False,True,False,True,False,False,False,True,False
3,5.075,333,60136.53,90.51,78.19,4.0,True,False,False,False,False,True,False,True,False,False
15,4.565,497,84109.27,91.82,100.0,0.040000000000000036,False,False,True,False,True,False,False,True,False,False
15,4.875,128,83064.17,87.94,75.89,-3.1100000000000003,False,False,True,False,False,False,False,False,False,False
17,4.365,343,76455.01000000001,89.22,75.26,-5.1,False,False,True,False,True,False,False,False,True,False
7,4.285,202,58842.53,95.0,83.14,3.62,True,False,True,False,False,True,False,True,False,False
9,4.155,409,76492.18,98.15,58.96,-2.6799999999999997,False,False,True,False,False,True,False,True,False,False
15,5.195,485,41265.259999999995,89.63,75.67,-0.8399999999999999,True,False,False,False,False,True,True,False,False,False
10,4.98,311,59471.89,88.33,83.75,-1.5699999999999998,True,False,False,False,False,True,True,False,False,False
5,4.455,179,53294.47,90.38,80.36,4.22,True,False,False,False,False,False,False,False,True,False
0,4.3,411,30105.43,78.6,85.13,6.52,True,False,True,False,False,False,True,False,False,False
11,5.165,200,31000.0,92.71,76.99,-0.9900000000000002,False,True,False,False,False,False,False,False,True,False
5,4.625,388,71480.53,87.08,86.22,-2.39,False,False,True,False,True,False,False,False,True,False
12,4.45,499,58785.57,84.41,82.63,-2.27,False,False,False,False,False,True,False,False,False,False
