driver_id,experience_years,customer_rating,trip_frequency,earning_history,on_time_arrival_rate,driving_behaviour_score,transaction_pattern,cancellation_rate,gender,region,age_group,nova_score
D08277,18,4.98,158,75961.15,87.28,63.06,Cash,-4.39,Female,Rural,36-45,172.36
D08278,2,4.74,88,60452.98,89.14,86.43,Digital,1.33,Male,Urban,18-25,163.47
D08279,14,4.6,66,80988.09,89.57,83.33,Cash,-1.4500000000000002,Female,Semi-Urban,26-35,163.82
D08280,6,5.15,418,60231.45,90.13,69.61,Digital,-1.09,Male,Urban,18-25,184.49
D08281,6,4.28,307,85402.04,90.65,90.88,Mixed,-1.3,Male,Rural,36-45,167.86
D08282,5,4.555,219,67865.35,91.31,89.53,Digital,0.73,Male,Urban,26-35,166.73
D08283,2,4.08,212,59813.52,86.73,77.46,Digital,1.3599999999999999,Female,Urban,26-35,150.06
D08284,12,5.16,491,43548.15,94.66,75.01,Digital,0.3899999999999997,Male,Urban,36-45,184.98
D08285,6,4.28,331,65024.59,86.64,72.19,Digital,4.1,Male,Urban,18-25,160.32
D08286,4,4.8999999999999995,379,51140.6,87.69,88.48,Digital,1.77,Male,Semi-Urban,18-25,176.87
D08287,17,5.035,124,75520.34,96.6,96.6,Cash,-5.5600000000000005,Male,Urban,26-35,178.7
D08288,7,4.745,226,43198.85,89.85,75.45,Mixed,-0.31999999999999984,Male,Semi-Urban,36-45,163.26
D08289,16,5.3500000000000005,493,85060.24,93.01,82.97,Digital,-2.54,Male,Urban,36-45,201.13
D08290,19,4.734999999999999,170,62609.22,87.74,79.5,Mixed,-7.16,Male,Semi-Urban,26-35,165.91
D08291,0,5.0,262,62899.51,85.52,96.43,Mixed,2.53,Male,Semi-Urban,46-60,178.5
D08292,13,4.675,275,51430.01,94.55,79.7,Digital,-3.28,Female,Rural,18-25,166.87
D08293,16,5.07,420,98271.59,100.0,100.0,Cash,-1.2400000000000002,Male,Urban,36-45,198.12
D08294,9,4.645,333,32986.43,89.9,74.26,Cash,0.6600000000000001,Female,Rural,26-35,162.32
D08295,11,5.025,315,39758.7,78.62,95.14,Digital,-2.87,Female,Urban,36-45,174.23
D08296,15,4.475,479,49161.96,92.88,79.63,Cash,-2.04,Male,Semi-Urban,18-25,169.2
D08297,13,4.865,191,51901.81,87.47,83.44,Cash,-1.63,Male,Semi-Urban,36-45,167.88
D08298,15,4.885,410,63772.89,94.54,58.15,Cash,-1.7699999999999996,Female,Rural,36-45,177.37
D08299,7,4.845,96,81020.45,90.98,66.89,Digital,2.79,Female,Semi-Urban,36-45,168.9
D08300,9,4.885,271,52021.39,84.34,87.3,Cash,2.16,Male,Urban,18-25,171.72
D08301,16,4.5600000000000005,468,60329.32,91.3,81.35,Cash,-3.8200000000000003,Male,Semi-Urban,26-35,173.7
D08302,17,5.425,317,78332.67,98.15,73.82,Digital,-5.1899999999999995,Male,Rural,26-35,193.68
D08303,19,4.955,300,53088.07,81.74,95.41,Digital,-5.37,Female,Rural,26-35,175.72
D08304,15,5.165,136,62645.79,83.06,76.23,Digital,-3.0599999999999996,Other,Semi-Urban,36-45,174.12
D08305,16,4.4,116,42093.16,89.75,82.44,Cash,-4.8,Male,Semi-Urban,26-35,150.99
D08306,15,4.705,121,51410.92,94.24,91.64,Mixed,-5.35,Male,Semi-Urban,18-25,163.2
D08307,18,5.38,224,38836.75,85.76,87.05,Cash,-6.04,Female,Rural,26-35,179.09
D08308,7,5.175,134,78139.91,91.65,61.57,Cash,0.31000000000000005,Male,Semi-Urban,36-45,177.25
D08309,5,4.795,234,62125.92,89.66,76.21,Digital,4.9,Male,Urban,60+,169.65
D08310,5,4.585,459,46070.74,89.65,80.11,Digital,4.79,Male,Urban,26-35,169.97
D08311,20,4.58,99,40000.0,84.68,76.13,Mixed,-7.390000000000001,Male,Semi-Urban,60+,152.58
D08312,8,5.0200000000000005,358,63551.94,90.97,85.78,Cash,1.0499999999999998,Male,Urban,26-35,182.22
D08313,3,4.695,143,72976.84,88.72,77.43,Mixed,3.9000000000000004,Male,Urban,18-25,166.26
D08314,11,3.835,212,63047.36,75.87,78.16,Digital,1.63,Male,Urban,36-45,143.22
D08315,11,4.085,71,43392.3,86.71,79.77,Mixed,-2.58,Female,Rural,18-25,140.79
D08316,16,5.04,86,51502.95,92.31,97.35,Mixed,-1.4400000000000004,Male,Semi-Urban,46-60,170.76
D08317,14,4.52,168,61722.11,89.42,87.93,Digital,-1.5300000000000002,Other,Rural,36-45,161.75
D08318,8,4.28,67,62966.71,96.67,76.55,Mixed,1.21,Male,Urban,36-45,151.4
D08319,6,4.61,442,47270.82,85.07,75.66,Digital,1.17,Male,Rural,18-25,168.86
D08320,9,4.864999999999999,217,51658.45,89.49,62.09,Cash,4.029999999999999,Other,Semi-Urban,46-60,165.96
D08321,15,5.375,250,62516.84,93.68,75.68,Mixed,-5.13,Male,Urban,60+,185.41
D08322,11,4.445,458,86630.11,78.18,81.77,Mixed,-0.7599999999999998,Male,Urban,26-35,175.1
D08323,6,4.82,301,48723.68,88.5,89.13,Digital,-0.4700000000000002,Male,Urban,26-35,171.37
D08324,17,4.515,249,98201.12,97.72,78.78,Mixed,-1.4000000000000004,Male,Urban,36-45,173.86
D08325,14,4.6499999999999995,281,53496.72,91.42,81.51,Digital,-5.32,Male,Rural,18-25,166.8
D08326,5,4.705,363,50019.48,94.99,73.13,Digital,0.8399999999999999,Male,Semi-Urban,26-35,169.87
D08327,11,4.715000000000001,107,79263.35,83.72,78.15,Cash,-2.98,Male,Semi-Urban,26-35,166.25
D08328,10,4.2,79,62800.16,88.67,89.97,Mixed,3.4000000000000004,Male,Semi-Urban,26-35,150.66
D08329,19,5.185,122,86817.41,99.72,100.0,Digital,-5.0,Male,Urban,46-60,186.17
D08330,2,4.85,362,43444.16,81.24,92.76,Digital,3.0599999999999996,Female,Semi-Urban,26-35,172.69
D08331,1,5.025,74,49849.03,96.88,89.52,Digital,5.98,Male,Urban,26-35,169.01
D08332,5,4.715,331,50820.49,84.01,78.77,Mixed,5.12,Female,Urban,26-35,168.24
D08333,4,4.67,248,74463.75,98.15,79.3,Mixed,1.12,Male,Rural,26-35,171.9
D08334,17,5.045,374,74838.45,95.21,89.54,Cash,-1.0199999999999996,Female,Semi-Urban,36-45,187.51
D08335,15,4.325,357,50651.39,95.03,60.62,Digital,-0.71,Male,Urban,36-45,158.42
D08336,7,4.155,260,45771.45,91.68,74.59,Digital,5.960000000000001,Female,Urban,36-45,150.66
D08337,19,4.944999999999999,276,52128.18,90.85,84.65,Digital,-6.779999999999999,Male,Urban,18-25,174.02
D08338,10,3.83,55,64591.62,85.53,100.0,Cash,1.3899999999999997,Male,Rural,36-45,141.93
D08339,9,4.2749999999999995,226,57584.84,76.55,74.91,Mixed,-1.3599999999999999,Male,Urban,26-35,153.03
D08340,11,4.575,465,57307.91,94.59,98.73,Digital,-1.5899999999999999,Male,Urban,26-35,176.3
D08341,20,5.4,333,88796.62,91.44,87.11,Mixed,-7.71,Male,Semi-Urban,36-45,197.3
D08342,5,4.725,417,93906.89,86.76,68.89,Digital,4.17,Male,Urban,26-35,181.63
D08343,19,4.365,448,70367.07,94.46,83.34,Digital,-6.58,Female,Urban,36-45,171.31
D08344,4,4.58,471,43451.53,90.46,87.26,Digital,3.42,Male,Semi-Urban,26-35,170.86
D08345,8,4.930000000000001,317,69565.06,90.73,78.9,Digital,3.26,Male,Semi-Urban,26-35,178.77
D08346,15,5.165,420,83261.96,80.72,75.18,Digital,-5.109999999999999,Male,Urban,46-60,190.13
D08347,13,5.245,169,81130.61,92.06,81.25,Digital,-0.6600000000000001,Male,Urban,26-35,184.16
D08348,7,5.155,213,56615.38,94.83,94.88,Mixed,2.5199999999999996,Male,Semi-Urban,60+,180.01
D08349,19,5.205,327,59039.12,92.36,91.55,Cash,-4.01,Male,Rural,36-45,185.55
D08350,18,5.140000000000001,335,68236.98999999999,86.92,65.03,Digital,-3.4000000000000004,Male,Urban,60+,181.75
D08351,13,4.915,478,76351.12,85.96,100.0,Cash,-2.1100000000000003,Male,Urban,26-35,188.98
D08352,6,4.99,272,52637.48,87.72,80.32,Digital,1.6600000000000001,Male,Urban,36-45,174.0
D08353,4,4.279999999999999,313,50351.93,87.15,86.97,Mixed,5.39,Female,Urban,18-25,158.23
D08354,17,4.845,485,41683.18,97.32,95.37,Cash,-3.12,Female,Semi-Urban,36-45,179.85
D08355,1,4.245,283,61456.52,87.88,92.83,Cash,5.97,Male,Urban,26-35,159.92
D08356,10,4.92,479,59353.02,83.18,68.33,Digital,-2.67,Female,Urban,18-25,179.72
D08357,7,4.575,50,38561.79,78.29,88.02,Cash,1.6799999999999997,Other,Semi-Urban,26-35,150.96
D08358,0,4.91,415,39842.96,91.43,85.89,Mixed,4.21,Male,Rural,26-35,175.91
D08359,11,4.795,269,73073.17,88.28,75.53,Digital,0.8600000000000003,Male,Urban,36-45,173.47
D08360,1,4.955,173,41227.86,84.64,100.0,Digital,3.9699999999999998,Male,Urban,26-35,168.8
D08361,17,4.085,442,47646.990000000005,100.0,65.04,Digital,-5.970000000000001,Male,Urban,36-45,156.47
D08362,6,4.36,279,46940.96,94.93,80.65,Digital,1.5099999999999998,Male,Semi-Urban,26-35,158.23
D08363,16,5.28,265,57581.85,87.47,61.78,Mixed,-5.52,Male,Semi-Urban,46-60,179.38
D08364,13,4.835,253,67991.25,82.56,75.65,Digital,-2.76,Male,Urban,26-35,171.72
D08365,6,5.07,141,50787.23,91.01,80.15,Digital,1.62,Male,Urban,60+,170.76
D08366,2,4.6499999999999995,157,34315.96,96.25,82.51,Digital,3.8899999999999997,Male,Urban,26-35,157.92
D08367,5,4.255,170,70390.83,95.16,84.6,Mixed,2.16,Male,Urban,26-35,157.74
D08368,19,5.475,116,89180.15,87.6,89.6,Digital,-4.01,Female,Semi-Urban,26-35,190.39
D08369,1,4.255000000000001,394,48194.43,92.59,87.63,Digital,5.5,Female,Urban,46-60,161.22
D08370,16,4.6000000000000005,384,61260.34,87.4,77.39,Digital,-0.7300000000000004,Male,Semi-Urban,46-60,170.39
D08371,11,5.105,331,69040.47,90.47,89.88,Digital,-0.7800000000000002,Male,Urban,26-35,185.18
D08372,11,4.415,194,82556.58,80.45,99.01,Digital,-1.4800000000000004,Male,Rural,26-35,165.69
D08373,16,4.38,349,55006.19,87.42,73.18,Digital,-3.9699999999999998,Male,Urban,36-45,161.3
D08374,9,4.415,142,86138.8,89.16,100.0,Digital,4.67,Female,Urban,46-60,165.96
D08375,2,4.88,169,38590.27,90.39,74.24,Digital,3.0599999999999996,Female,Semi-Urban,46-60,163.1
D08376,19,5.475,377,79546.59,95.11,80.96,Digital,-7.470000000000001,Male,Rural,26-35,198.25
D08377,17,4.925,326,97306.66,83.49,91.33,Digital,-5.41,Female,Semi-Urban,36-45,186.71
D08378,12,4.51,319,36758.71,93.5,72.26,Cash,0.3799999999999999,Male,Urban,26-35,159.56
D08379,11,5.265000000000001,458,55468.15,88.03,79.19,Cash,-2.81,Male,Semi-Urban,26-35,188.9
D08380,16,4.65,272,94302.03,95.93,88.29,Digital,-3.0999999999999996,Female,Urban,36-45,178.34
D08381,3,4.3950000000000005,328,40426.98,94.76,83.29,Digital,5.69,Male,Semi-Urban,60+,159.81
D08382,9,4.895,337,32982.65,85.7,61.04,Cash,-0.5499999999999998,Male,Semi-Urban,26-35,166.11
D08383,10,5.21,458,105117.89,92.08,68.56,Digital,1.79,Male,Urban,18-25,198.95
D08384,5,4.655,320,51519.58,79.36,74.51,Digital,2.84,Male,Urban,26-35,165.14
D08385,5,4.485,497,83896.68,99.53,83.05,Cash,1.9299999999999997,Female,Urban,36-45,180.37
D08386,8,5.2,361,74585.68,86.86,81.65,Mixed,-0.5299999999999998,Female,Urban,26-35,188.36
D08387,14,4.58,221,49945.55,86.58,59.68,Digital,-3.11,Male,Rural,36-45,157.77
D08388,1,4.305000000000001,247,35255.42,88.23,78.55,Cash,5.42,Male,Semi-Urban,36-45,151.34
D08389,3,4.415,346,64660.88,92.01,80.42,Digital,4.85,Male,Urban,26-35,166.24
D08390,4,4.819999999999999,247,76332.21,92.08,84.59,Digital,5.62,Male,Semi-Urban,26-35,175.96
D08391,16,4.71,258,67097.42,86.21,83.17,Digital,2.74,Male,Semi-Urban,26-35,170.25
D08392,7,5.005,282,35016.95,90.94,67.9,Cash,1.62,Male,Urban,46-60,168.99
D08393,7,4.655,427,71975.95,90.44,91.43,Cash,1.17,Male,Urban,36-45,178.73
D08394,11,4.6450000000000005,385,46308.8,99.55,85.44,Cash,-3.13,Female,Rural,60+,170.85
D08395,20,4.78,230,82031.08,90.06,80.72,Digital,-5.04,Male,Urban,26-35,174.82
D08396,7,4.665,431,55177.72,81.66,85.32,Digital,3.24,Male,Semi-Urban,26-35,172.71
D08397,18,5.13,113,69134.63,93.09,83.92,Digital,-4.93,Other,Rural,36-45,176.61
D08398,2,4.54,479,73586.46,94.39,69.88,Digital,1.9500000000000002,Female,Rural,46-60,175.7
D08399,17,5.015,90,81586.58,95.83,81.86,Mixed,-4.42,Male,Rural,46-60,176.03
D08400,20,4.69,413,68679.23000000001,84.22,74.85,Digital,-4.75,Male,Semi-Urban,36-45,174.8
D08401,18,4.66,291,39593.82,87.4,79.97,Digital,-3.4699999999999998,Male,Rural,26-35,163.14
D08402,18,4.95,471,63625.55,90.09,73.41,Mixed,-2.9000000000000004,Male,Semi-Urban,46-60,183.02
D08403,14,4.8999999999999995,153,61268.05,93.46,81.74,Cash,-2.5300000000000002,Male,Semi-Urban,46-60,170.22
D08404,5,4.645,153,50882.78,90.32,76.03,Digital,0.10999999999999988,Female,Semi-Urban,36-45,159.92
D08405,15,4.635,159,76031.51999999999,83.14,90.63,Mixed,-4.88,Male,Semi-Urban,36-45,167.31
D08406,7,4.705,403,31116.62,95.06,83.05,Mixed,3.3499999999999996,Female,Semi-Urban,36-45,168.24
D08407,15,4.885,394,64438.01,91.63,86.72,Cash,-1.1900000000000004,Male,Semi-Urban,26-35,180.75
D08408,17,4.875,152,47279.54,91.24,79.51,Digital,-3.49,Male,Urban,36-45,165.39
D08409,19,4.715,193,83317.09,87.51,75.62,Digital,-8.98,Male,Urban,36-45,170.89
D08410,15,5.085,138,74759.0,89.45,58.73,Digital,-1.7599999999999998,Male,Urban,26-35,173.56
D08411,10,4.75,438,53843.73,96.14,57.75,Digital,-0.009999999999999787,Female,Rural,46-60,172.81
D08412,6,4.3500000000000005,395,59741.07,82.91,76.47,Cash,4.09,Female,Semi-Urban,26-35,163.39
D08413,16,4.8500000000000005,201,49510.64,91.89,84.37,Digital,-3.5199999999999996,Female,Urban,46-60,168.11
D08414,16,4.67,68,47870.64,91.33,76.32,Digital,-3.1500000000000004,Male,Rural,36-45,156.59
D08415,11,4.775,172,52526.65,79.83,82.82,Cash,0.8099999999999996,Male,Urban,26-35,163.78
D08416,12,5.3,370,75757.14,100.0,90.25,Mixed,-4.11,Male,Urban,36-45,194.78
D08417,9,4.784999999999999,476,63194.25,99.9,86.55,Mixed,2.04,Female,Urban,46-60,182.43
D08418,6,4.73,499,28883.35,90.13,82.56,Digital,3.3499999999999996,Male,Rural,18-25,171.33
D08419,13,5.325,196,66151.95,86.44,82.06,Mixed,-2.77,Male,Semi-Urban,26-35,182.78
D08420,0,4.61,137,62279.76,86.21,74.13,Cash,7.4,Male,Semi-Urban,26-35,160.35
D08421,16,5.07,494,68393.26999999999,93.98,60.14,Cash,-3.84,Male,Semi-Urban,36-45,186.73
D08422,3,4.635,126,46215.43,88.08,77.05,Digital,1.2799999999999998,Male,Rural,60+,157.24
D08423,20,4.85,345,61209.99,91.9,84.51,Digital,-8.79,Male,Urban,46-60,176.81
D08424,4,4.779999999999999,399,31721.39,93.09,80.84,Mixed,6.01,Male,Semi-Urban,26-35,169.48
D08425,19,5.475,354,72963.81,88.41,93.34,Cash,-1.3800000000000008,Male,Semi-Urban,18-25,196.54
D08426,6,4.12,251,71952.66,92.15,76.22,Cash,4.75,Male,Urban,26-35,156.28
D08427,9,4.545,384,73356.48000000001,84.3,72.96,Cash,5.32,Male,Urban,26-35,170.91
D08428,16,4.5600000000000005,448,69207.87,93.42,95.58,Cash,-4.0600000000000005,Male,Urban,46-60,177.57
D08429,6,4.3500000000000005,374,55033.4,99.88,82.33,Cash,-0.9700000000000002,Female,Semi-Urban,36-45,164.8
D08430,0,4.99,276,30570.87,84.97,70.83,Mixed,4.6,Female,Semi-Urban,18-25,166.8
D08431,6,4.590000000000001,458,35633.95,98.53,66.96,Digital,1.8499999999999996,Female,Urban,18-25,166.8
D08432,10,5.04,342,75474.03,94.78,68.42,Cash,0.8300000000000001,Female,Semi-Urban,36-45,183.03
D08433,8,4.430000000000001,319,47620.71,80.55,80.04,Cash,1.38,Female,Rural,46-60,159.5
D08434,11,4.515000000000001,165,56376.7,96.35,73.16,Digital,2.7200000000000006,Male,Urban,36-45,159.0
D08435,2,4.14,197,44902.63,92.47,51.84,Digital,4.29,Female,Urban,36-45,144.25
D08436,3,5.075,430,66058.98999999999,89.81,69.42,Digital,5.37,Male,Semi-Urban,26-35,184.47
D08437,3,4.885,61,44930.07,88.83,69.91,Cash,3.25,Male,Urban,36-45,159.61
D08438,12,4.38,62,65051.9,93.33,100.0,Cash,-4.08,Male,Urban,36-45,157.24
D08439,18,5.41,183,52990.08,83.72,93.45,Cash,-2.6799999999999997,Female,Semi-Urban,26-35,182.39
D08440,9,4.625,491,49435.47,89.34,73.52,Digital,-0.1299999999999999,Male,Urban,26-35,172.05
D08441,4,4.779999999999999,168,49678.29,86.36,79.0,Cash,2.7800000000000002,Female,Semi-Urban,60+,163.44
D08442,6,4.67,242,70474.19,92.85,100.0,Digital,4.51,Male,Urban,26-35,172.98
D08443,15,4.305,355,66539.56,86.52,85.1,Cash,-7.5,Female,Urban,46-60,164.2
D08444,0,4.17,54,48623.4,95.42,76.94,Mixed,6.59,Male,Urban,36-45,144.42
D08445,11,5.275,476,64051.45,89.45,74.78,Mixed,-2.08,Male,Semi-Urban,18-25,191.56
D08446,1,4.905,362,57432.0,94.08,92.35,Digital,7.65,Male,Semi-Urban,18-25,179.43
D08447,6,4.24,434,58778.49,81.33,77.94,Digital,0.1499999999999999,Female,Rural,18-25,161.95
D08448,10,4.83,290,56730.99,85.14,59.89,Digital,1.21,Female,Rural,18-25,168.29
D08449,12,4.71,466,64118.99,81.22,71.39,Mixed,0.16999999999999993,Other,Rural,26-35,175.31
D08450,1,4.985,109,41507.14,79.0,59.65,Mixed,4.17,Male,Semi-Urban,26-35,160.16
D08451,6,4.57,212,67446.69,80.6,76.4,Digital,0.1499999999999999,Female,Rural,60+,163.14
D08452,14,4.54,317,86856.17,88.03,74.02,Digital,-5.16,Female,Semi-Urban,26-35,172.2
D08453,10,5.04,214,53822.43,90.41,95.17,Digital,-0.2999999999999998,Male,Urban,18-25,175.85
D08454,1,5.005000000000001,438,47249.81,88.67,83.56,Cash,4.91,Female,Semi-Urban,26-35,180.29
D08455,6,4.8100000000000005,410,37602.68,83.94,92.64,Cash,-2.75,Female,Urban,46-60,172.54
D08456,3,4.805000000000001,414,42810.52,99.94,78.12,Mixed,0.1299999999999999,Female,Rural,36-45,174.1
D08457,10,4.27,494,61225.78,99.63,72.25,Digital,-1.3900000000000001,Male,Rural,60+,167.6
D08458,1,4.015000000000001,291,21000.0,92.94,77.06,Digital,4.47,Male,Urban,18-25,142.77
D08459,15,4.335,249,78835.2,87.14,81.65,Cash,-0.3600000000000003,Male,Urban,36-45,163.36
D08460,6,5.07,57,74395.89,94.39,89.9,Mixed,1.6500000000000004,Male,Rural,46-60,175.27
D08461,12,4.6499999999999995,196,64488.47,92.48,83.57,Digital,0.5999999999999996,Male,Urban,26-35,166.62
D08462,4,4.93,190,24000.0,89.4,76.35,Digital,5.06,Male,Rural,36-45,161.71
D08463,16,4.66,243,51563.35,85.21,97.65,Mixed,-4.23,Male,Rural,36-45,166.54
D08464,20,4.99,401,72900.56,82.26,68.18,Mixed,-6.33,Male,Rural,26-35,181.58
D08465,11,4.455,468,91346.57,89.04,68.19,Digital,-0.019999999999999574,Male,Urban,46-60,176.52
D08466,18,4.82,344,56708.41,87.51,70.11,Mixed,-4.62,Female,Rural,26-35,172.08
D08467,6,3.9699999999999998,436,46527.17,89.94,71.22,Digital,4.36,Male,Urban,18-25,152.5
D08468,5,4.495,339,60967.31,88.09,79.01,Digital,1.7800000000000002,Male,Urban,60+,166.24
D08469,7,4.515,443,72866.18,90.2,64.81,Digital,0.7199999999999998,Male,Semi-Urban,46-60,172.06
D08470,12,4.12,149,52805.52,79.85,86.19,Mixed,2.08,Male,Semi-Urban,46-60,147.07
D08471,4,4.77,303,79232.95,87.97,63.13,Mixed,-0.010000000000000009,Male,Semi-Urban,26-35,173.84
D08472,1,4.755000000000001,236,46721.82,95.13,69.17,Digital,4.88,Male,Semi-Urban,26-35,164.64
D08473,8,4.44,193,60044.03,87.83,78.95,Digital,-1.62,Male,Rural,18-25,158.75
D08474,10,4.27,66,68287.07,90.33,77.68,Digital,0.45999999999999996,Male,Semi-Urban,46-60,151.66
D08475,5,5.125,223,64894.37,88.26,80.81,Mixed,2.58,Male,Urban,26-35,178.63
D08476,6,4.75,382,45899.03,88.83,67.38,Cash,3.5199999999999996,Female,Semi-Urban,36-45,168.94
D08477,6,3.6999999999999997,362,81078.49,83.87,86.3,Digital,-0.1299999999999999,Female,Urban,26-35,152.78
D08478,18,4.78,449,53507.63,90.91,94.72,Digital,-1.7999999999999998,Male,Semi-Urban,46-60,178.68
D08479,5,4.365,161,40322.74,94.43,100.0,Digital,4.24,Male,Urban,36-45,154.81
D08480,10,4.46,475,52978.59,77.41,89.98,Digital,-1.7200000000000002,Male,Rural,36-45,168.85
D08481,10,5.19,156,55569.7,90.55,75.18,Digital,5.01,Female,Semi-Urban,26-35,174.74
D08482,6,4.75,83,63555.43,96.99,68.62,Digital,1.4100000000000001,Male,Semi-Urban,26-35,162.8
D08483,1,4.775,486,26286.49,88.89,86.48,Digital,4.52,Male,Urban,36-45,171.69
D08484,18,4.890000000000001,198,75575.03,90.79,79.74,Digital,-3.66,Male,Urban,18-25,174.64
D08485,3,4.915,454,46125.11,93.46,81.12,Cash,5.06,Male,Semi-Urban,46-60,178.75
D08486,5,4.475,229,45110.48,89.37,74.39,Mixed,3.95,Female,Rural,26-35,156.88
D08487,16,4.99,486,73114.35,87.07,100.0,Cash,-2.17,Male,Urban,46-60,190.53
D08488,4,4.79,190,51412.9,95.79,82.73,Digital,5.17,Male,Semi-Urban,26-35,166.98
D08489,6,4.4,252,81837.01,92.11,75.18,Mixed,3.3499999999999996,Male,Semi-Urban,18-25,165.63
D08490,8,3.8600000000000003,203,71226.6,90.16,61.04,Cash,3.25,Male,Semi-Urban,26-35,145.11
D08491,0,3.82,85,69671.9,96.01,91.62,Cash,4.57,Male,Urban,26-35,144.46
D08492,0,5.0,389,28344.43,84.28,86.94,Digital,1.86,Male,Urban,26-35,173.33
D08493,18,5.21,259,84180.63,93.86,70.9,Digital,-6.109999999999999,Male,Urban,26-35,186.37
D08494,5,4.905,428,48058.2,94.29,100.0,Cash,4.24,Male,Urban,36-45,180.9
D08495,17,5.425,75,82090.48000000001,93.58,100.0,Cash,-2.3,Female,Urban,26-35,188.18
D08496,9,4.2749999999999995,184,47575.3,88.91,98.24,Cash,-0.3099999999999996,Female,Urban,26-35,154.2
D08497,10,4.46,446,38837.07,93.19,86.3,Digital,-0.23000000000000043,Male,Urban,36-45,165.97
D08498,0,4.06,463,43909.86,89.12,86.11,Cash,3.78,Male,Rural,18-25,157.28
D08499,0,5.0,236,46172.2,91.87,78.39,Digital,5.06,Male,Semi-Urban,18-25,171.52
D08500,12,4.3999999999999995,323,41211.47,93.69,93.29,Digital,0.09999999999999964,Female,Semi-Urban,18-25,161.27
D08501,4,5.1,382,60199.69,84.99,91.94,Digital,3.3200000000000003,Male,Urban,60+,184.37
D08502,19,4.715,143,65942.81,92.73,56.54,Digital,-3.38,Male,Semi-Urban,60+,162.47
D08503,0,4.53,479,48043.58,83.65,71.94,Digital,2.51,Female,Rural,26-35,167.76
D08504,19,5.475,192,64464.72,98.06,65.25,Cash,-6.08,Male,Urban,36-45,185.17
D08505,2,4.66,173,30871.29,81.19,92.05,Digital,3.84,Male,Urban,36-45,157.12
D08506,17,4.875,481,48343.729999999996,95.28,77.4,Cash,-1.3200000000000003,Male,Urban,26-35,179.1
D08507,8,5.2,133,47640.32,94.48,83.75,Digital,5.24,Male,Urban,36-45,173.96
D08508,13,4.095,114,74324.26000000001,89.13,82.8,Digital,-1.6900000000000004,Female,Urban,46-60,151.31
D08509,16,4.5200000000000005,297,50326.54,93.38,89.12,Mixed,-3.8600000000000003,Male,Rural,26-35,164.84
D08510,13,4.705,144,60369.21,89.81,78.54,Mixed,-2.94,Male,Rural,26-35,163.73
D08511,3,4.995,313,42445.85,83.88,68.65,Digital,5.06,Female,Urban,26-35,170.89
D08512,4,4.3999999999999995,94,61791.55,91.78,81.58,Cash,4.34,Male,Urban,18-25,155.21
D08513,20,5.39,145,99022.7,83.38,100.0,Cash,-7.37,Female,Rural,46-60,192.81
D08514,16,4.21,488,52096.23,91.44,92.92,Cash,-4.890000000000001,Male,Rural,26-35,165.45
D08515,1,4.985,181,73210.22,93.89,67.26,Digital,4.64,Male,Urban,36-45,174.34
D08516,4,4.96,130,69686.42,93.95,93.14,Digital,6.42,Female,Semi-Urban,26-35,174.69
D08517,3,4.1450000000000005,383,40769.25,90.71,85.45,Cash,7.4,Female,Urban,26-35,155.56
D08518,3,4.565,285,85891.15,92.36,87.13,Mixed,4.46,Male,Semi-Urban,46-60,173.92
D08519,5,4.515,182,38557.78,93.8,68.09,Cash,0.5699999999999998,Male,Urban,26-35,154.08
D08520,19,5.154999999999999,150,39000.0,95.3,78.99,Digital,-4.8,Male,Urban,36-45,170.77
D08521,20,5.46,72,99703.39,86.39,83.91,Cash,-0.7300000000000004,Female,Rural,36-45,189.85
D08522,12,4.53,285,63578.06,88.31,100.0,Mixed,0.75,Male,Urban,46-60,168.79
D08523,4,4.75,385,52186.35,100.0,85.48,Digital,0.77,Male,Semi-Urban,26-35,175.02
D08524,6,4.75,364,74017.51,90.91,84.99,Digital,1.5,Male,Rural,60+,178.2
D08525,19,5.0249999999999995,400,72104.51999999999,95.61,63.73,Digital,-3.1100000000000003,Female,Urban,36-45,183.55
D08526,0,5.0,132,57455.51,88.84,63.06,Digital,6.48,Male,Semi-Urban,26-35,167.43
D08527,13,4.885,294,67205.35,94.13,78.18,Cash,2.58,Male,Rural,36-45,176.53
D08528,3,4.085,308,40414.62,89.63,92.82,Digital,4.41,Male,Urban,26-35,151.92
D08529,16,5.2,128,55489.33,84.48,76.4,Digital,-2.8200000000000003,Female,Urban,36-45,173.12
D08530,20,5.5,369,66744.93,80.33,93.34,Digital,-2.6399999999999997,Female,Rural,26-35,195.0
D08531,13,4.885,337,94495.08,86.86,66.92,Digital,0.8200000000000003,Male,Semi-Urban,26-35,182.3
D08532,15,5.375,477,76291.32,92.76,76.67,Cash,0.09999999999999964,Male,Semi-Urban,26-35,197.94
D08533,13,4.655,102,35702.880000000005,82.8,89.4,Digital,-3.33,Male,Urban,36-45,155.21
D08534,15,5.045,253,61294.64,93.27,70.0,Mixed,-7.5,Male,Semi-Urban,36-45,176.06
D08535,19,4.345,198,99268.68,90.83,78.95,Digital,-8.35,Male,Urban,18-25,166.83
D08536,7,4.435,373,51296.29,88.23,84.84,Digital,1.0700000000000003,Male,Urban,46-60,164.58
D08537,2,4.62,288,56044.21,84.93,88.1,Digital,4.23,Male,Urban,36-45,166.99
D08538,18,5.22,426,53716.69,85.61,74.15,Mixed,-0.9800000000000004,Male,Urban,36-45,184.93
